C0040805;DB00656
C0025029;DB00657
C0016280;DB00687
C0066685;DB00691
C0014710;DB00696
C0028156;DB00698
C0754188;DB00701
C0025631;DB00703
C0027360;DB00704
C0012191;DB00711
C0029983;DB00713
C0540694;DB00718
C0025681;DB00723
C0041056;DB00726
C0071808;DB00733
C0020268;DB00741
C0081408;DB00744
C0209210;DB00757
C0025644;DB00763
C0360564;DB00764
C0020273;DB00774
C0247025;DB00775
C0027396;DB00788
C0041090;DB00792
C0033148;DB00794
C0036078;DB00795
C0288792;DB00799
C0030899;DB00806
C0021186;DB00808
C0041190;DB00809
C0083381;DB00814
C0029193;DB00816
C0033798;DB00852
C0085149;DB00864
C0018305;DB00874
C0038710;DB00891
C0068897;DB00906
C0034414;DB00908
C0085174;DB00929
C0541155;DB00930
C0663733;DB00932
C0073992;DB00938
C0065162;DB00978
C0649350;DB00989
C0004320;DB00995
C0060926;DB00996
C0013089;DB00997
C0064079;DB01020
C0026933;DB01024
C0033228;DB01039
C0004499;DB01061
C0050458;DB01063
C1145759;DB01072
C0038425;DB01082
C0029994;DB01096
C0016278;DB01099
C0019134;DB01109
C0009315;DB01111
C0040374;DB01124
C0038742;DB01138
C0533545;DB01155
C0055729;DB01166
C0064113;DB01167
C0030073;DB01192
C0027302;DB01203
C0007561;DB01212
C0060389;DB01216
C0286738;DB01232
C0054120;DB01237
C0022154;DB01247
C0246415;DB01248
C0167117;DB01276
C1619966;DB01281
C0007555;DB01330
C0007557;DB01331
C0007560;DB01332
C0055723;DB01340
C0011812;DB01576
C0042105;DB01586
C0028126;DB01595
C0020933;DB01598
C0674432;DB01601
C0070563;DB01619
C0028027;DB02701
C0030032;DB03209
C0016564;DB03843
C0059668;DB04574
C0360172;DB04843
C0065152;DB04948
C0530684;DB04953
C2825682;DB05013
C0109002;DB05246
C0209315;DB05265
C4224790;DB05336
C0084528;DB06144
C0145106;DB06149
C0246269;DB06196
C0213404;DB06201
C1831905;DB06210
C0002260;DB06243
C1508750;DB06274
C0211011;DB06283
C2001525;DB06590
C1456408;DB06655
C1169997;DB06701
C2343853;DB06702
C0025826;DB06710
C0032831;DB06715
C2830183;DB06772
C1955474;DB06809
C2827241;DB08827
C1101838;DB08860
C1699926;DB08868
C1718383;DB08880
C3179929;DB08894
C2717174;DB08902
C2717561;DB08931
C2606556;DB08932
C1956280;DB08933
C2742797;DB09033
C2930762;DB09042
C2607479;DB09043
C0961965;DB09046
C3177235;DB09065
C0039629;DB09085
C0005088;DB09096
C0000294;DB09110
C3848580;DB09122
C0033602;DB09141
C3886731;DB09143
C0013065;DB09167
C2744790;DB09198
C0286819;DB09235
C0032483;DB09287
C3491162;DB09302
C2346801;DB09331
C0071810;DB09345
C0038774;DB09353
C0057610;DB09357
C1165377;DB09469
C0054340;DB09488
C0724635;DB09525
C0137440;DB09555
C3491971;DB09564
C3832882;DB09568
C3886073;DB11560
C0076456;DB11582
C2721771;DB11596
C3195420;DB09228
C0062941;DB04865
C1136013;DB00286
C2826076;DB00100
C2353893;DB06674
C3818700;DB11608
C3859426;DB11606
C0060241;DB09146
C0030140;DB09352
C0074757;DB09449
C0019588;DB00667
C0074757;DB09127
C0074757;DB09468
C0019588;DB11320
